title,author,googlebooks_id1,googlebooks_id2,googlebooks_id3,googlebooks_id4,googlebooks_id5
The Pearl That Broke Its Shell,Nadia Hashimi,n1x-AgAAQBAJ,0_lszQEACAAJ,T_SAAgAAQBAJ
Behemoth,Scott Westerfeld,AYsazAyPACoC,gjnwoAEACAAJ
The Sociopath Next Door,Martha Stout,Up_UDwAAQBAJ,8goAtAEACAAJ,kTXWBQAAQBAJ,VD5mCwAAQBAJ,FHxvs27lfSEC
"Y: The Last Man, Vol. 8: Kimono Dragons",Brian K. Vaughan,_fveAAAAQBAJ,CBVbwgEACAAJ
Do-It-Yourself Book,Jeff Kinney,m0RGuAAACAAJ,JMfSPwAACAAJ,VtPZnQEACAAJ,nE-QRAAACAAJ,fe6xxgEACAAJ
Angels and Demons / The Da Vinci Code,Dan Brown,d5xgYw4Ts0gC,GXznEnKwTdAC,kpVvA_M2rnwC,QYvVNwAACAAJ,N_2gqkJhnX0C
The Tea Rose,Jennifer Donnelly,ng7VBAAAQBAJ,QExoUwSAs0AC,4C1Ge9UCNZsC,WFPZAAAACAAJ,0hq7DAEACAAJ
Moon Over Soho,Ben Aaronovitch,VPHUP2VLQzMC
The Paris Architect,Charles Belfoure,YKHEAwAAQBAJ,Z8xdDwAAQBAJ,4khXzQEACAAJ,6pGARnkq3eUC
Falling Kingdoms,Morgan Rhodes,tGuJDQAAQBAJ,ncGwAAAAQBAJ
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,0i8B7XfgpvIC,k1D1rEkDPh0C
Island Beneath the Sea,Isabel Allende,nuz3DwAAQBAJ
"The History of Tom Jones, a Foundling",Henry Fielding,vNsNAAAAQAAJ,5tNcDOwnB-cC,PhcUAAAAQAAJ,xb4_AQAAMAAJ,WoY2vQEACAAJ
"Winesburg, Ohio",Sherwood Anderson,HkHIbXZCdz4C,HrHyAQAACAAJ,Lh1CBAAAQBAJ,rwEGRAAACAAJ,xKjGAAAACAAJ
Beautiful Redemption,Jamie McGuire,m4azCAAAQBAJ,Qe6bAQAACAAJ,yOdpAwAAQBAJ,9fBaCwAAQBAJ,BPkXDQAAQBAJ
C is for Corpse ,Sue Grafton,H0BClrWkjjQC,QsQxxAEACAAJ,ZGYIRQAACAAJ,184dpojuVVYC,Q8AjcAAACAAJ
"Y: The Last Man, Vol. 5: Ring of Truth",Brian K. Vaughan,QSvfAAAAQBAJ,QD-BzQEACAAJ,nMCuwgEACAAJ
Five Quarters of the Orange,Joanne Harris,9iTtfESvvYcC
2666,Roberto Bolaño,eQLEDAAAQBAJ,ulxpmwEACAAJ,nYHoAAAAMAAJ,XazYAAAAQBAJ,N-LZPQAACAAJ
Microserfs,Douglas Coupland,Iodt2MFYSGUC
How to Tell If Your Cat Is Plotting to Kill You,Matthew Inman,3jE4vEvhCZoC,UUDsAQAACAAJ
Simple Genius,David Baldacci,F7TNoQEACAAJ
Light on Snow,Anita Shreve,ge8bBQAAQBAJ
Vampire Mountain,Darren Shan,MqowPQAACAAJ,ymcOss3XsB8C,0_u6tgEACAAJ,K1GkzQEACAAJ,DbJkGkX3cdUC
The Three Stigmata of Palmer Eldritch,Philip K. Dick,S0pxC7PEXFkC,3fVNPgAACAAJ,hkCcIAAACAAJ,y9hlAAAAMAAJ,8KfEw-XMXiIC
The Strange Library,Haruki Murakami,0kRtBQAAQBAJ,hRTEsgEACAAJ,HsuhQAAACAAJ,zAxtCwAAQBAJ,0g5tCwAAQBAJ
The Power,Rhonda Byrne,9laeuRR-nzkC,VUQ6XwAACAAJ,HAWkAwAAQBAJ,z9Q99X-OOtAC,yYT8QIO3YtkC
Marion Zimmer Bradley's Ancestors of Avalon,Diana L. Paxson,PbEcNSKyIU8C,AIImElToaXkC,vezDj0uYxdUC
Out Stealing Horses,Per Petterson,CdPm-WExaoYC
"Batman: Knightfall, Part One: Broken Bat",Doug Moench,PHvTygAACAAJ,B0lJSwAACAAJ,96h8DwAAQBAJ,eihvDwAAQBAJ
"Saga, Vol. 5",Brian K. Vaughan,IcWDDAAAQBAJ,PbMWAgAAQBAJ,4R9lrgEACAAJ,deptDwAAQBAJ,Vd1CDwAAQBAJ
The Lions of Lucerne,Brad Thor,l1_khAtrmWwC,xi-yJa4EbFkC,iO8i-ti7gnEC,yRCtAwAAQBAJ,-e0Xtjft9jQC
The Sign of the Beaver,Elizabeth George Speare,A-YfvAEACAAJ,IfdKXwAACAAJ,wxy8vQEACAAJ,6WGTMG3bF88C,86gDOZ3LwrEC
Ask the Dust,John Fante,HqE5Yb6MKKUC,kO8fAQAAIAAJ
All Over But the Shoutin',Rick Bragg,Df9jzqT3Z8EC
The Key to Midnight,Dean Koontz,l7xfQAgc05cC,L16tE591-vQC,cBYCWFzPSokC,vhwDuiHu2ysC,rtvuhQXyfqYC
Debt of Bones,Terry Goodkind,82BBDwAAQBAJ
The Joke,Milan Kundera,uzoqAAAAYAAJ,sk2DrgEACAAJ,hux47U4KMREC,IPiDPwAACAAJ,CerOL15TSvIC
The White Princess,Philippa Gregory,lnb02lvleeIC,IN8QH9Rd3FcC,T8nmrTAg1A8C,TAZZAwAAQBAJ,c_n6UDXr9MkC
Flight of the Intruder,Stephen Coonts,MzVhBQAAQBAJ,0hqjAwAAQBAJ
Silver on the Tree,Susan Cooper,HFq84vV920gC,xRjUMgEACAAJ,buHpTtUatyMC
National Velvet,Enid Bagnold,JHt8DwAAQBAJ,4wKUvgEACAAJ
"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,mJUVkgAACAAJ
Lysistrata,Aristophanes,ocDfwicPJMwC,uLKS6V7ChgsC,T0DgaOqVi0AC,0Rt8rgNBp2YC,iyZJAAAAYAAJ
The Swan Thieves,Elizabeth Kostova,NUrnoQEACAAJ,dMixWjnhEZYC,Mc7GDAAAQBAJ
Iced,Karen Marie Moning,eKRQmQEACAAJ,eIDbBwAAQBAJ,bcBtAQAAQBAJ
14,Peter Clines,FkPZBAAAQBAJ,t9XaDwAAQBAJ,ow0wAQAAIAAJ
Okay for Now,Gary D. Schmidt,KN9G3zHwYZwC
Assassins,Tim LaHaye,2ulP7UJ-NvsC,6OqoDwAAQBAJ
Red Country,Joe Abercrombie,EnWN52ZK4LAC
The Lords of Discipline,Pat Conroy,52Uf4gAZUuAC,z36geVMaIMMC,KuiwAAAAIAAJ,gHTtHyv8WgsC,u58YwIMdiDkC
Eat and Run: My Unlikely Journey to Ultramarathon Greatness,Scott Jurek,WDwS3NAS26gC
Broken,Karin Slaughter,YjbZCwAAQBAJ,pDxlBwAAQBAJ,qQwrjwEACAAJ,6adJDQAAQBAJ
The Matchmaker,Elin Hilderbrand,kHNltAEACAAJ,0yQoDQAAQBAJ,BflsAwAAQBAJ,Z944r_7OoicC,Esr4fKWU27AC
The Mark,Tim LaHaye,OXCCsSJlbTMC,Ms8jPwAACAAJ,DIp66pbKJZUC,PLd3J7cC7fsC,DyMPAAAACAAJ
Belong to Me,Marisa de los Santos,Rd8cwm6tlXwC
The Darkest Hour,Erin Hunter,HuLlF0isUAEC,ThBKyQEACAAJ,UUpVwgEACAAJ,pozYBQAAQBAJ,6I7x3r-5LlkC
L.A. Confidential,James Ellroy,r68QeF62njQC,_7xhDgAAQBAJ,RJaaDwAAQBAJ,LFqgtgEACAAJ,plC1ZyPJ5hwC
The Beautiful Mystery,Louise Penny,ddNXAwAAQBAJ,rwkRBwAAQBAJ,uBhfBwAAQBAJ,-BYeAAAAMAAJ
The Diamond Throne,David Eddings,KaPanQEACAAJ,Ya2FBAAAQBAJ,h3aeAAAACAAJ,tCbmJq-iD7sC,bpLrH8ihVLAC
Those Left Behind,Joss Whedon,QkeqE6J5qBUC,j96WzQEACAAJ,YRcDywAACAAJ
Terms of Endearment,Larry McMurtry,IiUEPtj9VW4C
Kiss of the Night,Sherrilyn Kenyon,CxSm14Jy2VQC
The Wedding Girl,Madeleine Wickham,wkPmX9mzE7IC,IOoBDoChm9QC,E1JwM1Ni66sC
He Chose the Nails: What God Did to Win Your Heart,Max Lucado,2q30rIO3SGgC,sjppjwEACAAJ,NFcKOkRhiSsC
Entice,Carrie Jones,jCd5OomtikgC
From Russia With Love,Ian Fleming,HVGv-K-nRhsC,KH47ygEACAAJ,HJ5QhhyJVCYC,KVQ6xwEACAAJ,D617PwAACAAJ
The Tortilla Curtain,T. Coraghessan Boyle,NCSMDQAAQBAJ,cg5eTVVMQycC,IPMcT5EI37wC,vgBmAAAAMAAJ,HBxtHSiBUOgC
Darkest Mercy,Melissa Marr,Rmib75Yins8C
Modern Lovers,Emma Straub,qL-2CgAAQBAJ
Checkmate,R.L. Mathewson,_GNorgEACAAJ
The Amazing Maurice and His Educated Rodents,Terry Pratchett,lbkqSS6d9poC,ybu1MQEACAAJ,qaDatQEACAAJ,ruRMAAAACAAJ,4uIEAAAACAAJ
With the Old Breed: At Peleliu and Okinawa,Eugene B. Sledge,Qttbd2dQUQIC,2fJe86a3PZAC
The Hundred Dresses,Eleanor Estes,herrly9O22EC,wTr0CAAAQBAJ,AAyX1ykvK3UC,hJAoUO0ARZoC,gnjxWL6FPbkC
Lost Lake,Sarah Addison Allen,1bBRAQAAQBAJ
Hardwired,Meredith Wild,JQxDCgAAQBAJ,aIrlCgAAQBAJ
The Last Runaway,Tracy Chevalier,W-lVDgAAQBAJ,SsQCFWizqusC,ZSCadebg0sEC,ZaUqswEACAAJ,MYrYBQAAQBAJ
Midnight Tides,Steven Erikson,_gNRuUCJL9wC
The 100,Kass Morgan,n1MR2cZsbpQC,C3wDYXYv1jMC,o_z9DQAAQBAJ,oXCktAEACAAJ,l0HyDwAAQBAJ
Hades,Alexandra Adornetto,uv6Dh_WoAiUC,GjwYsvj4ok0C
Y: The Last Man Vol. 3: One Small Step,Brian K. Vaughan,uTDfAAAAQBAJ,r38qAAAAYAAJ
Bear Snores On,Karma Wilson,RVTGAAAAQBAJ,t-bAoQEACAAJ,HrZyDwAAQBAJ,PSnyoAEACAAJ,ccpykQEACAAJ
"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,ZHk1DAAAQBAJ
Memoirs of a Teenage Amnesiac,Gabrielle Zevin,dNPn130MNqIC
Salamandastron,Brian Jacques,cr1RFgXpBOUC,vznmAAAACAAJ
Servant of the Bones,Anne Rice,afYQRCo71H8C
Ironside,Holly Black,A6CFBz8p4qcC
Finnikin of the Rock,Melina Marchetta,O1u-u1FQZz4C
The Return of the Native,Thomas Hardy,spgoAwAAQBAJ,yEiFAAAACAAJ,nSM7zQEACAAJ,7pWWzQEACAAJ,38KdjwEACAAJ
Micro,Michael Crichton,_Zb3X3KgLk8C,7sovAgAAQBAJ,vJajwzt9MKUC
No Exit and Three Other Plays,Jean-Paul Sartre,ZhzzCQAAQBAJ,0Y8ywAEACAAJ,h_RqAQAACAAJ,QYhjF19zobIC,MOJ_wgEACAAJ
Foundation and Chaos,Greg Bear,5rpxPyU8aCAC
Cover Her Face,P.D. James,oaIv9NpNXBIC
Supernaturally,Kiersten White,iy6wz7fo8UcC,eRZnzgAACAAJ,iY--AQAAQBAJ
First King of Shannara,Terry Brooks,ayGWYIhSLYIC,1fI4zQEACAAJ
Bury Your Dead,Louise Penny,_NaVar4pJ6cC,HRzMBwAAQBAJ,qmlxswEACAAJ
The Overlook,Michael Connelly,99jKdZdPeaIC,9JI3NAEACAAJ,PDlYLwEACAAJ,qY9AwCwIedgC
The House of the Seven Gables,Nathaniel Hawthorne,OZwaAwAAQBAJ,KVoJAAAAQAAJ,_3SdGRyvMAcC,3hmJuAAACAAJ,CzkRAAAAYAAJ
Rising Storm,Erin Hunter,3T0ZJiojrd4C,Pe2u4Lq8dUsC,9UWBwgEACAAJ,H9r4swEACAAJ,qhVtzQEACAAJ
Love Warrior,Glennon Doyle Melton,4qQyDwAAQBAJ,uPjFDAEACAAJ,UEgFMQAACAAJ
The Brutal Telling,Louise Penny,uIgPiYgzrhAC,0VOgzAEACAAJ,uBhfBwAAQBAJ
The Prisoner of Cell 25,Richard Paul Evans,rfLCDgAAQBAJ,Q5P2xqsM5YQC,lgorAQAAMAAJ
The Souls of Black Folk,W.E.B. Du Bois,pDPCAgAAQBAJ,Wfc2XoZWLYAC,Zl5AkqmawJIC,GatLS8VFCqQC,NR2-zQEACAAJ
I Never Promised You a Rose Garden,Hannah  Green,YfptyAEACAAJ,Ws_EyQEACAAJ
The Crimson Crown,Cinda Williams Chima,l-VW3_K5qZMC,3zXSDwAAQBAJ,KRhqBAAAQBAJ,mE0d89jGH3MC,PWm7DLtyOBMC
The Castaways,Elin Hilderbrand,Vm_boQEACAAJ,f1Q4DwAAQBAJ,JT-ea_96TJkC
The Lover,Marguerite Duras,qZ9yOcB-d48C,56MkAQAAMAAJ,Xqk_DwAAQBAJ,Ygan2tPllQoC,mIJcAAAAMAAJ
Eragon & Eldest,Christopher Paolini,mU3ltAEACAAJ,-Fx8SHQ3Qz8C,VZgPU91qGMIC,wHbNPQAACAAJ,UB3H_qRStIEC
Burn,Maya Banks,g5crdX71Z4gC,Bb1nCAAAQBAJ,GDyFBwAAQBAJ,y5YnDwAAQBAJ,cWQ9DwAAQBAJ
The Power and the Glory,Graham Greene,D8VQDwAAQBAJ,6rFaAAAAMAAJ,RPWhBwAAQBAJ,RspUwOe-IhYC,lkRlDwAAQBAJ
Paula,Isabel Allende,NCzIAgAAQBAJ,1PqxDQAAQBAJ,XOOU9W83roEC,7TUaAAAACAAJ,V7QtqB0wiAMC
Lila,Marilynne Robinson,a3dzAwAAQBAJ
The Scions of Shannara,Terry Brooks,cyfN_IQ3Z48C,z6WxeUH6-UsC,to3x2v8J9JQC,rdqlle1BXooC,INbBHAAACAAJ
Behind the Scenes at the Museum,Kate Atkinson,MTrAdCwBqWQC,VOs1yAEACAAJ
Sweetbitter,Stephanie Danler,2UA6DAAAQBAJ
Romancing Mister Bridgerton,Julia Quinn,AmaSxhDwJ_QC,FV7kBgAAQBAJ,WhZzPhQY44cC,iU9FDwAAQBAJ
Tangerine,Edward Bloor,Hf5cXJdfwuwC,LdtMBAAAQBAJ
Hell House,Richard Matheson,ZW5MPwAACAAJ,n2dTMAAACAAJ,BaJgPQAACAAJ
The Emperor's Children,Claire Messud,xEV_PARwuAUC,y9apDgAAQBAJ,mRF3PgAACAAJ,bXH0ihAxs0IC,nOOa41gk8csC
The Liar,Nora Roberts,0xpHCAAAQBAJ,lBN0BQAAQBAJ,F5aDCgAAQBAJ,wbOdF0j6ckMC,SUgNrgEACAAJ
The Third Victim,Lisa Gardner,0UD4HAAACAAJ,tto0XJCN7sUC,NTqzOiggFjoC,35L71S2eIHgC,s9mLc43sk5IC
The Wrong Side of Goodbye,Michael Connelly,pZaTCwAAQBAJ,rBcffQxkuuEC,xc01AQAAQBAJ,GcMSDgAAQBAJ
Hell's Corner,David Baldacci,uVr4HChPENYC
Key of Valor,Nora Roberts,KrWmdNb4sBIC,942EpYxAwkMC,ltgBDAAAQBAJ,FFrsrQEACAAJ
Barbarians at the Gate: The Fall of RJR Nabisco,Bryan Burrough,G7j3n0q7yq0C
Ancillary Sword,Ann Leckie,N9cNAwAAQBAJ,KFbXygEACAAJ,ePUpCgAAQBAJ,QhxCO5b7e74C,KhoUCAAAQBAJ
Timebound,Rysa Walker,z583nQEACAAJ,E07mBwAAQBAJ
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,Catherynne M. Valente,A3aeBAAAQBAJ,atGfKxDrYOwC,9t8VBQAAQBAJ,vMKvyEJlgrIC,EyWeBAAAQBAJ
Twenty-Eight and a Half Wishes,Denise Grover Swank,ELO4BQAAQBAJ
NYPD Red,James Patterson,dD74DwAAQBAJ,sjRLZhBqM8oC,dPelDgAAQBAJ,M9KDAwAAQBAJ,6pEkrgEACAAJ
The Book of the Dead,Douglas Preston,R1VQMNao3r8C,pS42AQAAQBAJ,riRkDwAAQBAJ,Qbr8twEACAAJ,qDLdDgAAQBAJ
Er ist wieder da,Timur Vermes,uy4gWC0XC3kC
The Expats,Chris  Pavone,JBtyDQAAQBAJ,hPbiCQAAQBAJ,J61oDwAAQBAJ,BGI9DwAAQBAJ,LRDGoAEACAAJ
Bare Bones,Kathy Reichs,DvmMKX7OfYoC,KwWFtwAACAAJ
Beautiful Day,Elin Hilderbrand,NiMFTj0A1KEC,0BBb9F5NDxEC
The Indwelling,Tim LaHaye,EPUBo9yDqbwC,trgwvwEACAAJ,ZIdZvQEACAAJ,DyMPAAAACAAJ,SLXi83z9aoQC
Dexter in the Dark,Jeff Lindsay,eQF-u6b8LkgC,-nwAWTMtiVMC,j0A6DAAAQBAJ,JG8PU3MlnjAC,If24oQEACAAJ
The Glass Bead Game,Hermann Hesse,irhWGkTuQrEC,HOw8wQEACAAJ,qGapyAEACAAJ,tMHKAAAACAAJ,SJA3MAEACAAJ
The Yellow Birds,Kevin Powers,ytwOV7ccR-UC,GfDiAAAAQBAJ,Zg05DwAAQBAJ,GYdGI020rmwC
Just One Look,Harlan Coben,UfEgzWJopZYC,J1OSvwPkf1cC
The Proposal,Katie Ashley,pCHFBQAAQBAJ,Oe35kgEACAAJ,MyVWDwAAQBAJ,HlMsDAAAQBAJ,-63YswEACAAJ
My Family and Other Animals,Gerald Durrell,KXoLzQEACAAJ,3NyiPwAACAAJ,HTH0oQEACAAJ,-UbgugEACAAJ,aM0fPQAACAAJ
Back Roads,Tawni O'Dell,lWIq3IcpUSoC
Cathedral,Raymond Carver,f7hpCwAAQBAJ,sxPqAAAAMAAJ
Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,DU0LDAAAQBAJ,C3WUwwEACAAJ,ASImDQAAQBAJ,mzu_vQEACAAJ
The Body,Stephen King,XxRSDwAAQBAJ,mOAuuwEACAAJ,K4dlDwAAQBAJ,4b1b8atQcFIC,RdrKDwAAQBAJ
A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,iIaxlls-S98C
Eona: The Last Dragoneye,Alison Goodman,teVEMLs1JAoC,7eLlBH9qZEEC
Eight Cousins,Louisa May Alcott,1x15DwAAQBAJ,XAICAAAAQAAJ,N4i-zQEACAAJ,Ujq-zQEACAAJ,KHpizQEACAAJ
Chicken Soup with Rice: A Book of Months,Maurice Sendak,7shUzQEACAAJ,neTh9W-X5NwC,RPGGwAEACAAJ,5k4sugEACAAJ
R is for Ricochet,Sue Grafton,bHrMLG5UAdgC,A6pmPQAACAAJ
Prince of Wolves,Quinn Loftis,jzrcBQAAQBAJ
Diary of a Worm,Doreen Cronin,HApHAwAAQBAJ,fh60ngEACAAJ,cppZywAACAAJ,kh4FLwEACAAJ
The Grey King,Susan Cooper,Tum3dwFzSngC,9D3czAEACAAJ,xRjUMgEACAAJ,tIl-yAEACAAJ,m9JpAAAACAAJ
Hunted,Kevin Hearne,wYzva5t_5KQC
Devoured,Emily Snow,EDVXIxFX-ykC
The Complete Novels,Jane Austen,3GOFouoFqoIC,SY6NQgAACAAJ,-hqRnQEACAAJ,ARstDAAAQBAJ,GMArAAAAYAAJ
The Book of Strange New Things,Michel Faber,BmtyAwAAQBAJ,Gxo6zQEACAAJ,JWsuzg-zrZEC,_FHm-YLdFa8C,tBj0hURynO0C
Epic Fail,Claire LaZebnik,zgBlBwAAQBAJ,BwpPYAAACAAJ
A Caress of Twilight,Laurell K. Hamilton,oTF82eOdgUIC,pESaw8Nwi-MC,SxZGmqaioigC
The Manchurian Candidate,Richard Condon,oWgCq6c2010C,Orb5tgAACAAJ,LZ3zAQAAQBAJ,via-NI0mzsEC,dRXyCgAAQBAJ
Fudge-a-Mania,Judy Blume,gpi1AwAAQBAJ
Nevermore,James Patterson,h6u4B_YI2J0C,a7rEAgAAQBAJ,9JDGp_OC-2cC,-Y5dmQEACAAJ
Operating Instructions: A Journal of My Son's First Year,Anne Lamott,NMAQD_o6UxsC
Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,rTCr0H6sRSoC
Simple Perfection,Abbi Glines,qTAdAAAAQBAJ,wRoVAwAAQBAJ,jKOxngEACAAJ,51y2CwAAQBAJ
The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,70hRLTVBNnAC,2fIQBwAAQBAJ,sXPiqkrMz8gC
"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,G_GbZ6rDUrsC,86HoBAAAQBAJ,faAjVTbjQKIC,TrqPhVSUvQYC,pSIuDwAAQBAJ
The Pilgrims of Rayne,D.J. MacHale,ljbP-c5AcPgC,lqSO9ULOlRUC,lvYsjgIstIYC,bdsj_MfQwCcC
The Hundred-Foot Journey,Richard C. Morais,efnvAwAAQBAJ,RQVQwAEACAAJ,UPUfzAEACAAJ
Scorpia Rising,Anthony Horowitz,wPbMBSdncT4C,v2TkwgEACAAJ
Big Nate: In a Class by Himself,Lincoln Peirce,WaD7AgAAQBAJ,TjQVtAEACAAJ,nTOEAwAAQBAJ,VwzMwgEACAAJ,CTVFY-yCm8wC
Forever Princess,Meg Cabot,OeugQ_X-CJsC
The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,OW1cRwAACAAJ,Ajws3FBpZy4C,mcMIOr1T1IQC,PBqwMwEACAAJ
"Breath, Eyes, Memory",Edwidge Danticat,hY8EAQAAQBAJ
Journey to the End of the Night,Louis-Ferdinand Céline,4QRPDwAAQBAJ,94a1QgAACAAJ
The Scarecrow,Michael Connelly,NbJwIXRut9QC,ehtz7kCzZkoC,QrHaDwAAQBAJ,9bKPngEACAAJ,5wrBGM39GYQC
The Humans,Matt Haig,OwA7BAAAQBAJ,w875yQEACAAJ,63fYDwAAQBAJ,iitADwAAQBAJ,X058kYnhxC0C
Crocodile Tears,Anthony Horowitz,rSTArQEACAAJ,Yng7DwAAQBAJ,TMAqQwAACAAJ
For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,V6OM13T5Pa0C,WDrGrQEACAAJ,46o9flcmxTAC,1dojCQAAQBAJ,j3yH7HcMzY0C
Seize the Night,Dean Koontz,L16tE591-vQC,s9EDYAAACAAJ
A Quick Bite,Lynsay Sands,pd0gCgAAQBAJ,QCKBehKrTdEC
Key of Knowledge,Nora Roberts,f1n1tVPQcJ4C,942EpYxAwkMC,ltgBDAAAQBAJ,a7HQBwAAQBAJ
Ice Station,Matthew Reilly,8GI_17Q8KocC,oyJZPEznjh8C,3Il6GQAACAAJ
A Dangerous Fortune,Ken Follett,TfkiXV3-QRQC
The Well of Lost Plots,Jasper Fforde,7FBhAt0-kGAC,-szingEACAAJ,oxWn-w_JuHQC,BseRhkYJJL4C,P-ktAAAAYAAJ
An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,C5dNAAAAcAAJ,AwgHAAAAQAAJ,l2EUAAAAQAAJ,8k_K8rf2fnUC,guITAAAAQAAJ
Canada,Richard Ford,omjtUCA0aRgC,qWBBAQAAMAAJ,uybAm7NaF5YC,lPMZAAAAYAAJ,tYCexdAOLi0C
The Big Over Easy,Jasper Fforde,Ah06dwX-WSsC,BseRhkYJJL4C,XN_V-qyFibMC,P-ktAAAAYAAJ
The Seeing Stone,Tony DiTerlizzi,faCDAAAAQBAJ,5N-_E3Knz7UC,c_WUmgEACAAJ,k13TMQEACAAJ,PAGQzQEACAAJ
"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,7n1WnhX17GkC
"Beast Master, Vol. 1",Kyousuke Motomi,ob3wAQAAQBAJ,EbzwAQAAQBAJ,J9lEDwAAQBAJ,KdlEDwAAQBAJ
"Giggle, Giggle, Quack",Doreen Cronin,jFnFSa8CpkEC,qgZwAAAACAAJ,Pj6UQQAACAAJ,pMglMwAACAAJ
West with the Night,Beryl Markham,FjxaAAAAYAAJ,LtzdJWWVOSQC
The Cellist of Sarajevo,Steven Galloway,f9U_J5t0zRAC,9E8vlwEACAAJ,cbcAAwAAQBAJ
Smooth Talking Stranger,Lisa Kleypas,RX3I00dxR1gC,6-mZcQAACAAJ
If You Ask Me,Betty White,ViH-PoKHiSEC
Discourse on Method and Meditations on First Philosophy,René Descartes,o1buCgAAQBAJ,KPHBAgAAQBAJ,Q8NmQgAACAAJ,bKzKvsbLlAEC,r7F27Ra9ecoC
The Defector,Daniel Silva,szpkoFCd6zEC,Dg78xA3Z90UC,04rCDwAAQBAJ,SDlwRQgVk5EC,8ypFVw4IPZAC
In One Person,John Irving,G8lWPj7_TlsC,X9ZW5twiJrcC,OVjw5yjk2VoC,pQh6AgAAQBAJ,OQl6AgAAQBAJ
Rilla of Ingleside,L.M. Montgomery,pto8xDcLZogC,snRsBQAAQBAJ,eyDjtAEACAAJ,RZTWDwAAQBAJ,APo0swEACAAJ
The Wisdom of Crowds,James Surowiecki,hHUsHOHqVzEC,AZoNdsMR-JQC,CfurAgAAQBAJ,NMwswtk5UZAC,f07uAAAAMAAJ
Still Life With Crows,Douglas Preston,mkjPBQAAQBAJ
The Fog,James Herbert,dEgroWQcTxIC,882aUplsGHQC,I7dcC39hrWYC,nNEpFxM4p5AC,v3KowltECVkC
Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins,_4YvPwAACAAJ
Fever Dream,Douglas Preston,82WAn_ix1HkC,Yk_MCAAAQBAJ,YYjqoQEACAAJ,BI5oAQAACAAJ
Why Be Happy When You Could Be Normal?,Jeanette Winterson,j_0RsgrrgGQC,JLKNtgAACAAJ,LPQrzQEACAAJ,YlqrBAAAQBAJ
Outpost,Ann Aguirre,Ne_klgEACAAJ
Can't We Talk about Something More Pleasant?,Roz Chast,I8fpjgEACAAJ
The Long Hard Road Out of Hell,Marilyn Manson,XHi9XRW0E5gC
"Lyle, Lyle, Crocodile",Bernard Waber,QgXwUKRKJfwC,QUtHBAAAQBAJ,GuuRygAACAAJ,R01HBAAAQBAJ,0Tb8V73739kC
Etiquette & Espionage,Gail Carriger,UhvOvTvdgFYC,HGno_t1crwwC,Bp3bLJmtTSkC,YaZw0-TRkuMC,NkSMUc9bfAwC
Death with Interruptions,José Saramago,owS9v-2f1EMC,rKqFzQEACAAJ
Sandry's Book,Tamora Pierce,2VqZ7l_9IdsC,gRl-QgAACAAJ,j9ZMwgEACAAJ
Sole Survivor,Dean Koontz,_A9RuxQHE7YC,rtvuhQXyfqYC
Britt-Marie Was Here,Fredrik Backman,B-wlCwAAQBAJ,dfVMwAEACAAJ,OE-wDwAAQBAJ
Velvet Elvis: Repainting the Christian Faith,Rob Bell,kiPBZZd1e5sC
Kim,Rudyard Kipling,HpZZDwAAQBAJ,nFjKAwAAQBAJ,pS0sDQAAQBAJ,tmNHhsYZ1rAC,3WXGyQEACAAJ
The Shunning,Beverly Lewis,YKl2eX4H3VAC,pQybarNBhigC,oEcJAAAACAAJ,TqHZ0WhrMosC,tkc0vQEACAAJ
Written in Red,Anne Bishop,fKLZOina9W0C
Gregor and the Marks of Secret,Suzanne Collins,O5ZIBAAAQBAJ,CR9e043CuqsC,_bX6yiWViHgC,sx9_zQEACAAJ,Zuu0XIvDbvUC
The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,5I5_TQ7SxJkC
Toujours Provence,Peter Mayle,BISwqCgGImQC,s5NhPwAACAAJ,31C4AlsNKXIC,wAVFNAAACAAJ
The Lost Painting,Jonathan Harr,pc60Vust9K0C
The Light in the Ruins,Chris Bohjalian,bt6ODQAAQBAJ,ugmwCHjG188C,M9NhCAAAQBAJ
My Beloved World,Sonia Sotomayor,IdomwSnKUO0C
A Deepness in the Sky,Vernor Vinge,hbczozliNssC,uRjpxtbshBYC
Critique of Pure Reason,Immanuel Kant,7UCbAAAAQBAJ,l10VAAAAYAAJ,RkguTdoH3VQC,WgIGAAAAQAAJ,AsQfAAAAMAAJ
